name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file,_reason
Contact: ShetlandRescue1984,,,,,ShetlandRescue1984@yahoo.com,,https://shetlandrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.theedwardfoundation.co.uk/,,,,,https://www.theedwardfoundation.co.uk/contact-us,,https://www.theedwardfoundation.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@harveysarmy.com,,http://www.harveysarmy.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@bulldogtrust.org,,https://www.bulldogtrust.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: cathospice,,,,,cathospice@sky.com,,https://www.sfhfc.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: rminniscats,,,,,rminniscats@gmail.com,,https://www.rhodesminniscatsanctuary.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@crrc.co.uk,,https://crrc.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@shropshirecatrescue.org.uk,,https://www.shropshirecatrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: alison,,,,,alison@preventunwantedpets.co.uk,,https://www.preventunwantedpets.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@pitponies.co.uk,,https://www.pitponies.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: bbhrescue,,,,,bbhrescue@gmail.com,,https://brownbreadhorserescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: easterleighanimalcharity,,,,,easterleighanimalcharity@gmail.com,,https://www.easterleigh.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@burystraycatfund.co.uk,,https://www.burystraycatfund.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: kev,,,,,kev@lincolnshiregreyhoundtrust.com,,https://www.lincolnshiregreyhoundtrust.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: tamcats,,,,,tamcats@talktalk.net,,https://www.tamcats.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: cpr,,,,,cpr@longfram.net,,,salvage,yes,email,ASSOCs - UK.csv,Not found in database
Contact: fosterenquiry,,,,,fosterenquiry@pfss.org.uk,,https://www.pfss.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: animalrescuetrust,,,,,animalrescuetrust@hotmail.com,,http://www.7thheaven.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: greyhoundwelfarewales,,,,,greyhoundwelfarewales@gmail.com,,https://www.greyhoundsinwales.moonfruit.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@catsprotection.co.uk,,,salvage,yes,email,ASSOCs - UK.csv,Not found in database
Contact: knee.simon,,,,,knee.simon@pdsa.org.uk,,https://www.pdsa.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@animalwelfarefoundation.org.uk,,https://www.animalwelfarefoundation.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@c-l-a-w-s.org.uk,,https://www.c-l-a-w-s.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: alan,,,,,alan@internationalanimalrescue.org,,https://www.catastrophescat.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: act,,,,,act@rvc.ac.uk,,https://www.rvc.ac.uk/act,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@bluecross.org.uk,,https://www.bluecross.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.edch.org.uk/,,,,,https://edch.org.uk/contact-us/,,https://www.edch.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@shire-horse.org.uk,,https://www.shire-horse.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@thetrc.co.uk,,https://www.thetrc.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: shelter,,,,,shelter@millhouseanimalsanctuary.co.uk,,https://www.millhouseanimalsanctuary.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@rspca-essexhavering.org,,http://www.rspca.org.uk/local/essex-havering-and-harold-hill-branch/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@rabbitwelfare.co.uk,,https://www.rabbitwelfare.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: leona,,,,,leona@leonabrown.co.uk,,http://www.straycatrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: canim682,,,,,canim682@hotmail.co.uk,,https://www.facebook.com/profile.php?id=100069203284039,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@fenbankgreyhounds.co.uk,,https://www.fenbankgreyhounds.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@happycatsrescue.co.uk,,https://www.happycatsrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@centralbedfordshirecaninetrust.com,,https://www.centralbedfordshirecaninetrust.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: catsinneed1999,,,,,catsinneed1999@aol.com,,https://catsinneedmenorca.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: eightlives,,,,,eightlives@outlook.com,,http://www.8livescatrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.kenthorserescue.org/,,,,,https://www.kenthorserescue.org/contact-khr/,,https://www.kenthorserescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: hello,,,,,hello@staradopt.org,,https://www.staradopt.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: INFO,,,,,INFO@THESHEFFIELDCATSSHELTER.ORG.UK,,https://www.thesheffieldcatsshelter.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: galgosdelsoluk,,,,,galgosdelsoluk@gmail.com,,https://www.galgosdelsol.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: bmpr,,,,,bmpr@outlook.com,,https://www.bodminmoorlandpony.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: durhamhollinhall,,,,,durhamhollinhall@gmail.com,,https://www.durhamretiredgreyhounds.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: Contact,,,,,Contact@TheCatWelfareGroup.org,,https://thecatwelfaregroup.org/what-we-do,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: billy,,,,,billy@wisteriacatrescue.org,,https://wisteriacatrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info.hastingscatlovers,,,,,info.hastingscatlovers@gmail.com,,https://www.hastingscatlovers.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: colette,,,,,colette@chorltoncats.org,,https://www.chorltoncats.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: lancasterandmorecambecatrescue,,,,,lancasterandmorecambecatrescue@hotmail.com,,https://www.lancasterandmorecambecatrescue.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: felinefriendscharity,,,,,felinefriendscharity@gmail.com,,https://www.felinefriendscharity.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: CATSQUADESSEX,,,,,CATSQUADESSEX@ICLOUD.COM,,https://catsquad.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: portsmouthcats,,,,,portsmouthcats@hotmail.com,,http://www.portsmouthcatslostfoundandrehomed.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: apurrfectfriend,,,,,apurrfectfriend@gmail.com,,https://purrfectfriendcatrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: hampshirespirithorserescue,,,,,hampshirespirithorserescue@outlook.com,,https://www.hampshirespirithorserescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: ceredigioncatrescue,,,,,ceredigioncatrescue@gmail.com,,,salvage,yes,email,ASSOCs - UK.csv,Not found in database
Contact: mail,,,,,mail@colchestercatrescue.org.uk,,https://www.colchestercatrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@straycatrescue.org.uk,,https://www.straycatrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: felinewelfareiow,,,,,felinewelfareiow@hotmail.co.uk,,https://www.felinewelfareiow.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@marjorienashcatrescue.org.uk,,https://www.marjorienashcatrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: sccwt,,,,,sccwt@siameserescue.org.uk,,https://www.siameserescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: ray.digby,,,,,ray.digby@talktalk.net,,https://www.moultonchaplecatshelter.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: emma.reid21,,,,,emma.reid21@btinternet.com,,https://www.paulinefirks.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: crescentcatrescue,,,,,crescentcatrescue@gmail.com,,https://crescentcatrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@cwwrescue.org,,https://www.cwwrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: bowlodge,,,,,bowlodge@gmail.com,,https://www.bowlodgecatrescue.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: admin,,,,,admin@mansfieldcatrescue.co.uk,,https://mansfieldcatrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: cat-ching,,,,,cat-ching@hotmail.com,,https://cat-ching.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@italiangreyhoundrescuecharity.org.uk,,https://www.italiangreyhoundrescuecharity.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: catwelfarewisbech,,,,,catwelfarewisbech@gmail.com,,https://www.catwelfarewisbech.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@lymicat.org,,https://www.lymicat.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: catwelcardiff,,,,,catwelcardiff@hotmail.co.uk,,https://www.catwel-blogspot.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: TINKERBELL300,,,,,TINKERBELL300@ICLOUD.COM,,https://catrescue.dore/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: liverpoolcatwelfare,,,,,liverpoolcatwelfare@hotmail.co.uk,,https://liverpoolcatwelfare.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.cats.org.uk/bedford,,,,,https://www.cats.org.uk/bedford/contact-us,,https://www.cats.org.uk/bedford,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: fundraising,,,,,fundraising@straycatrescue.org.uk,,http://www.straycatrescue.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: homelesscatrescue,,,,,homelesscatrescue@hotmail.com,,https://www.homelesscatrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: tvaw,,,,,tvaw@btconnect.com,,https://www.tvaw.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@woodgreen.org.uk,,https://woodgreen.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: Homes4Dogs,,,,,Homes4Dogs@outlook.com,,http://homes4dogs.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@chestercatcare.com,,https://www.rescuereview.co.uk/rescue/chester-cat-care-417/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@warringtonanimalwelfare.org.uk,,https://www.facebook.com/warringtonanimalwelfare/info/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: pawsinn,,,,,pawsinn@aol.com,,http://www.pawsinncatrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: http://www.lefontidogrescuecarlislecumbr,,,,,http://www.lefontidogrescuecarlislecumbria.org/contact-us.html,,http://www.lefontidogrescuecarlislecumbria.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.animalrescuecumbria.co.uk/,,,,,https://www.animalrescuecumbria.co.uk/contact-us/,,https://www.animalrescuecumbria.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.chesterfieldanimalrescue.org,,,,,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: adoption,,,,,adoption@justfordogsrescue.co.uk,,https://www.facebook.com/DogRescueDerbyshire/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: secondchancedogs,,,,,secondchancedogs@btinternet.com,,http://www.secondchancerescuekennels.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.petsamaritans.co.uk/,,,,,https://www.petsamaritans.co.uk/contact-us/,,https://www.petsamaritans.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@animalsindistress.uk.com,,https://animalsindistress.uk.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: felinenetwork2009,,,,,felinenetwork2009@gmail.com,,http://felinenetwork.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@gablesfarm.org.uk,,https://www.gablesfarm.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: oldies,,,,,oldies@oldies.org.uk,,https://www.oldies.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://hollyhedge.org.uk/,,,,,https://hollyhedge.org.uk/contact-us/email-form/,,https://hollyhedge.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://blfc.weebly.com/,,,,,Senior Co-ordinator (Karen) on 0117 9600304,,https://blfc.weebly.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: team,,,,,team@justwhippetsrescue.co.uk,,https://www.justwhippetsrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://waggytails.org.uk/,,,,,https://waggytails.org.uk/contact/,,https://waggytails.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@wetheriggsanimalrescue.co.uk,,https://www.wetheriggsanimalrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: reception,,,,,reception@strayaid.org.uk,,https://strayaid.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@strayaction.com,,https://www.strayaction.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: nassl,,,,,nassl@nassl.org.uk,,https://nassl.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@lostcatsbrighton.org.uk,,https://lostcatsbrighton.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: headoffice,,,,,headoffice@celiahammond.org,,https://www.celiahammond.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.catastrophescats.org/,,,,,https://www.catastrophescats.org/contact-us,,https://www.catastrophescats.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: julie,,,,,julie@catwelfaresussex.com,,https://catwelfaresussex.com/cws/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@raystede.org,,https://www.raystede.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: reception,,,,,reception@gawa.org.uk,,https://gawa.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@rspcaoandf.org.uk,,https://www.rspcaoandf.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@teckelsanimalsanctuaries.co.uk,,https://teckelsanimalsanctuaries.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: Enquiries,,,,,Enquiries@5valleycatrescue.org,,https://www.5valleycatrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: Info,,,,,Info@leavalleydogrescue.co.uk,,https://leavalleydogrescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@dogstrust.org.uk,,https://www.dogstrust.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://prodogsdirect.org.uk/,,,,,https://prodogsdirect.org.uk/contact/,,https://prodogsdirect.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@greekanimalrescue.com,,https://greekanimalrescue.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: vetclinic,,,,,vetclinic@mayhewanimalhome.org,,https://themayhew.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@animalaidandadvice.org,,https://www.facebook.com/AnimalAidAndAdvice/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
